"","author","title","description","url","urlToImage","publishedAt","content","source.id","source.name"
"85","Britt Hayes on News, shared by Britt Hayes to The A.V. Club","Meet Nicolas Cage, cussing historian","Who the hell needs HBO’s Calm series when you can spend 30 minutes listening to Nicolas Cage wax poetic about swears? That slick little Netflix algorithm has once again clocked our most pressing needs with a six-episode series set to debut on January 5 titled…","https://news.avclub.com/meet-nicolas-cage-cussing-historian-1845842833","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/icwjvliqrgopneqmnqge.jpg","2020-12-09T16:48:00Z","Who the hell needs HBOs Calm series when you can spend 30 minutes listening to Nicolas Cage wax poetic about swears? That slick little Netflix algorithm has once again clocked our most pressing needs… [+1487 chars]",NA,"The A.V. Club"
"86","Trends Desk","Alicia Keys’ cover of BTS song ‘Life Goes On’ gets appreciation from K-pop band, fans","In a video that she tweeted, Alicia Keys says, “I bet ya’ll didn’t think I would play this one. Tell me if you know it.”","https://indianexpress.com/article/trending/trending-globally/alicia-keys-surprises-all-with-bts-song-cover-netizens-demand-collab-7068975/","https://images.indianexpress.com/2020/11/alicia-keys-bts-cover.jpg","2020-11-26T10:01:45Z","By: Trends Desk | New Delhi | 
November 26, 2020 3:31:45 pm
Fans of BTS loved Alicia Keys' version of the band's latest hit. There are plenty of covers of songs by K-pop giants BTS. But a new one b… [+3369 chars]",NA,"The Indian Express"
"87","Mindaugas Balčiauskas","TikTokers And K-Pop Stans Protest A Pro-Trump Rally By Flooding Its Hashtag With Pictures Of Pancakes","Even though the US presidential election results are in, Trump and his supporters — the MAGAhats — refuse to accept them.","https://www.boredpanda.com/pancake-pictures-million-maga-march/","https://static.boredpanda.com/blog/wp-content/uploads/2020/11/pancake-pictures-million-maga-march-fb.png","2020-11-16T11:29:27Z",NA,NA,"Boredpanda.com"
"88","Joan MacDonald, Contributor, 
 Joan MacDonald, Contributor
 https://www.forbes.com/sites/joanmacdonald/","Why Launching The K-Pop Group P1Harmony Involved Making A Film","FNC Entertainment produced a film to help their rookie k-pop group P1Harmony stand out from the dozens of groups making a debut in 2020.","https://www.forbes.com/sites/joanmacdonald/2020/11/12/why-launching-the-k-pop-group-p1harmony-involved-making-a-film/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fac17ed7f0ccf43371dbd20%2F0x0.jpg","2020-11-12T13:45:59Z","P1Harmony's six members are Keeho, Theo, Jiung, Intak, Soul, and Jongseob.
FNC Entertainment
The price tag to debut a new k-pop group can easily reach $1 million and thats without producing a featu… [+3763 chars]",NA,"Forbes"
"89","Twitter LatAm","BTS, AMLO, Bad Bunny and López-Gatell, among the most popular tweeters in Mexico this year","For their part, Danna Paola and Ester Exposito beat Chris Evans in the category of ""Actors and Actresses"" on Twitter.","https://www.entrepreneur.com/article/361140","https://assets.entrepreneur.com/content/3x2/2000/1607375654-pastedimage0.jpg","2020-12-07T21:15:00Z","December
7, 2020
4 min read
This article was translated from our Spanish edition using AI technologies. Errors may exist due to this process.
Opinions expressed by Entrepreneur contributors are t… [+4642 chars]",NA,"Entrepreneur"
"90","Engadget","The Morning After: SpaceX lines up a big test for the Starship","Keep an eye out today — we may see the first high-altitude test flight for SpaceX’s Starship. The vehicle Elon Musk sees as the key to fast travel around the Earth and multiplanetary living has only taken short hops so far, but its next trip will reach 50,000…","https://www.engadget.com/spacex-starship-flight-test-tma-121524177.html","https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-12%2Faa2521b0-394c-11eb-ae5b-1508c7382c10&client=amp-blogside-v2&signature=f9d21b6b4384230ed65233853613de7f5a5b6eaf","2020-12-08T12:15:24Z","Keep an eye out today — we may see the first high-altitude test flight for SpaceX’s Starship. The vehicle Elon Musk sees as the key to fast travel around the Earth and multiplanetary living has only … [+3833 chars]","engadget","Engadget"
"91","Tayná Garcia","Just Dance 2021 recebe música de K/DA, grupo de k-pop de League of Legends","A música ""Drum Go Dum""
The post Just Dance 2021 recebe música de K/DA, grupo de k-pop de League of Legends appeared first on Jovem Nerd.","https://jovemnerd.com.br/nerdbunker/just-dance-2021-musica-de-k-da/","https://uploads.jovemnerd.com.br/wp-content/uploads/2020/11/just-dance-2021-musica-de-k-da.jpg","2020-11-25T21:57:56Z","A Ubisoft acaba de anunciar que Just Dance 2021 disponibilizou a música “Drum Go Dum” do K/DA, grupo de k-pop de League of Legends.
Confira um vídeo que revela trechos da coreografia logo abaixo.
A… [+225 chars]",NA,"Jovemnerd.com.br"
"92","Aaron Holmes","How AI startup Reface convinced Andreessen Horowitz, Justin Bieber's manager, and other entertainment execs to invest $5.5 million in an app that lets users swap faces with celebrities","Summary List PlacementElon Musk's head sits egglike atop Dwayne ""The Rock"" Johnson's brawny shoulders. A bearded Chrissy Teigen sings in her husband John Legend's voice. Donald Trump nails the choreography of a bejeweled K-Pop star.
And now, investors want in…","https://www.businessinsider.com/reface-app-fundraising-andreessen-horowitz-series-a-deepfake-2020-12","https://i.insider.com/5fce4acceadd8400183df76a?width=1200&format=jpeg","2020-12-08T15:00:00Z","Elon Musk's head sits egglike atop Dwayne ""The Rock"" Johnson's brawny shoulders. A bearded Chrissy Teigen sings in her husband John Legend's voice. Donald Trump nails the choreography of a bejeweled … [+5406 chars]","business-insider","Business Insider"
"93","editors","BTS nominated for Grammy's best pop duo/group performance for Dynamite; first K-pop artist to do so","","https://upstract.com/p/jn4bq7dw?ref=rss&rd=1","https://cdn.upstract.com/p/p9qet8SsMZUTKEKeW55o/jn4bq7dw/86wwtwjsxt_t.jpg","2020-11-25T04:46:30Z",NA,NA,"Upstract.com"
"94","info@hypebeast.com (HYPEBEAST), HYPEBEAST","88rising and SiriusXM Debut ""88RISING RADIO"": An All-Asian Artist Music Channel","88rising, music and media entity founded by Sean Miyashiro, has joined forces with SiriusXM to launch ""88RISING RADIO"" — a 24/7 radio channel streamed in North America that will exclusively feature Asian artists of multiple genres. This serves as the latest c…","https://hypebeast.com/2020/12/88rising-radio-siriusxm-all-asian-music-channel-info","https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2020%2F12%2F88rising-radio-siriusxm-all-asian-music-channel-info-tw.jpg?w=960&cbr=1&q=90&fit=max","2020-12-03T21:20:18Z","88rising, music and media entity founded by Sean Miyashiro, has joined forces with SiriusXM to launch “88RISING RADIO” a 24/7 radio channel streamed in North America that will exclusively feature Asi… [+1683 chars]",NA,"HYPEBEAST"
"95","Jeff Benjamin, Senior Contributor, 
 Jeff Benjamin, Senior Contributor
 https://www.forbes.com/sites/jeffbenjamin/","2020 Mnet Asia Music Awards To Stream Free Featuring BTS, TWICE, NCT, James Corden & More","The current full lineup of performers boasts 20 K-pop names including BoA, BTS, Taemin, GOT7, MAMAMOO, Monsta X, Oh My Girl, Seventeen, TWICE, Jessi, NCT, Stray Kids, (G)I-DLE, The Boyz, IZ*ONE, Tomorrow X Together, Cravity, TREASURE, EHYPEN, as well as the J…","https://www.forbes.com/sites/jeffbenjamin/2020/12/05/2020-mnet-asia-music-awards-to-stream-free-featuring-bts-twice-nct-james-corden--more/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fcaf79dfbaa9e4ad6aad71a%2F0x0.jpg%3FcropX1%3D0%26cropX2%3D4000%26cropY1%3D0%26cropY2%3D2667","2020-12-05T05:45:33Z","NAGOYA, JAPAN - DECEMBER 04: (from left) V, Suga, Jin, Jungkook, RM,Jimin and J-Hope of BTS attend ... [+] the 2019 Mnet Asian Music Awards(MAMA) at Nagoya Dome on December 4, 2019 in Nagoya, Japan. … [+2188 chars]",NA,"Forbes"
"96","editors","BTS Cozies Up in New 'On My Pillow' Version of 'Life Goes On' Video: Watch","BTS has shared a new version of its music video for ""Life Goes On,"" the lead single from the K-pop group's latest album, ""BE.""","https://upstract.com/p/wvhb9gps?ref=rss&rd=1","https://cdn.upstract.com/p/p9qet8SsMZUTKEKeW55o/wvhb9gps/qugvd9iqp3_t.jpg","2020-11-21T19:19:39Z",NA,NA,"Upstract.com"
"97","editors","K-pop band BTS earn their first Grammy nomination for hit song 'Dynamite'","K-pop group BTS, arguably the biggest boy band in the world, earned their first ever Grammy Award nomination on Tuesday for their hit song 'Dynamite.'","https://upstract.com/p/ga4c6fpc?ref=rss&rd=1","https://cdn.upstract.com/p/p9qet8SsMZUTKEKeW55o/ga4c6fpc/2g8dq74uty_t.jpg","2020-11-25T03:48:00Z",NA,NA,"Upstract.com"
"98","Amanda Kooser","Incredible solar telescope image shows sunspot you could fit Earth into - CNET","The most advanced solar telescope on the planet isn't even finished yet and it's already blowing minds.","https://www.cnet.com/news/incredible-new-solar-telescope-image-shows-sunspot-you-could-fit-earth-into/","https://cnet3.cbsistatic.com/img/Pxej67DgSLXt9RKWlsT9ezLzbRY=/1200x630/2020/12/07/14e39f6a-5f0a-40a9-aa99-4bac4f6b77b5/sunspotinouye.jpg","2020-12-08T21:10:00Z","The first sunspot image from the Inouye Solar Telescope gives a preview of the science to come.
NSO/AURA/NSF
It's easy to take the sun for granted here on Earth. It shows up every day, does its job… [+1440 chars]",NA,"CNET"
"99","Choe Sang-Hun","New ‘BTS Law’ Is Passed in South Korea. An Army of Fans Rejoice.","The oldest member of BTS was saved at the last minute from having to join the military under the country’s conscription system.","https://www.nytimes.com/2020/12/01/world/asia/korea-bts-law-military-deferment.html","https://static01.nyt.com/images/2020/12/01/world/01skorea-kpop/01skorea-kpop-facebookJumbo.jpg","2020-12-01T09:32:01Z","Under the revised law, K-pop entertainers who have received government medals for helping spread or elevate the countrys cultural influence around the world can apply for deferment of their military … [+1160 chars]",NA,"New York Times"
"100","Cassell Ferere, Contributor, 
 Cassell Ferere, Contributor
 https://www.forbes.com/sites/cassellferere/","How K-Pop Star Jackson Wang Is Breaking Into Streetwear Fashion","K-pop star Jackson Wang is venturing into streetwear​ design with his TEAM WANG brand referencing his journey to becoming a singer and rapper from Olympic fencer, crafting his aesthetic.","https://www.forbes.com/sites/cassellferere/2020/11/16/how-k-pop-star-jackson-wang-is-breaking-into-streetwear-fashion/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fa9e4d387921554be5165de%2F0x0.jpg","2020-11-16T17:08:00Z","Jackson Wang standing in Monet Installation for One Art Museum in Shanghai, Monet collaboration.
TEAM WANG x One Art Museum
Streetwear and K-pop have seldom crossed paths, other than at the departm… [+4558 chars]",NA,"Forbes"
